beta1,beta2,alpha1,alpha2,lambda,p,w
1.387336889498132,14.50901941062815,0.48576212330126123,0.47039452502079687,0.5206843214756408,1.5146431221571492,0.43639516179290255
7.4592788747724565,2.0834147696671104,0.499853795991128,0.44504648963748344,0.5000092838050993,1.533670970863867,0.4995673826803621
7.514422454098844,7.460401342773924,0.4997036447023673,0.49999813970371726,0.5000033692782453,1.625435819198406,0.49876456576086636
4.197156704400263,1.856122007951875,0.815944027711194,0.06804275185560142,0.5660923268112402,0.8294500070900633,0.2927684144375328
3.6436733930578122,13.48544385520336,0.3525133728230426,0.428696224633788,0.507937996706747,1.2008158402768994,0.24467505365560632
7.493455583511427,1.3781502941429564,0.49976939011424903,0.20517618807747975,0.500020506250705,1.5020648988774132,0.4992211915912617
3.8211665039325045,1.465139705076147,0.31103955109934206,0.0731614648958345,0.6795944124472808,0.2986729870501556,0.30107651227879645
7.70324295080939,1.2125720906913606,0.49926262273378313,0.6507548200586464,0.5000436563914085,1.2263610939004883,0.4979504195992082
3.6386798498835855,9.958415751613057,0.11332783995139821,0.5216348711647374,0.43876533522797245,1.3230111191122822,0.35226891089264684
7.440541134424387,1.514102246269228,0.4998894923187528,0.34624595346764836,0.5000056044414222,1.6008475049772088,0.49966834607018873
1.9543353101938588,11.923463041389313,0.14174768508192193,0.6495957794321203,0.4985672310600884,1.2699099846189177,0.26247163613710733
8.204826481443607,1.247024524900764,0.4977289265291176,0.6965188379834883,0.5001637396746389,0.9911227984599076,0.493597571099033
4.9035575681775905,1.403631187484146,0.38185316099400896,0.6733317394935056,0.5237320618322527,0.6789041915652334,0.6422094290051743
8.519291103387504,1.775380504331609,0.24969731218921856,0.6058971575933512,0.5401783722090591,0.3594934583121851,0.8186284030500355
6.164701926817188,2.445985097016114,0.13171008747722676,0.6802156600330143,0.3613361078482544,0.2368080373489838,0.16294151356340159
8.980406846672807,3.266087694032536,0.49536359877924374,0.5632884164412029,0.500642749127399,0.7645995004508203,0.48036258166733536
7.512246989905138,7.462355540916,0.49970194765145115,0.49999801675329264,0.5000026493098686,1.6181010380656582,0.4987408255838808
5.418225844200958,5.715690043605975,0.3276734319826904,0.3373644303116814,0.4479546585638649,0.2633054758579283,0.7931592963164096
7.511923066564163,7.463467796552275,0.49970794968316623,0.49999928399608456,0.5000025509730396,1.621642451260506,0.49874696358697357
11.322377896723879,6.948522370384327,0.47257802558576717,0.21320656872858929,0.5014694633341942,0.6185916596041726,0.4417159243218622
8.458709770122367,3.8019741858609026,0.49644251873456885,0.42678149178040287,0.5003162913300941,0.9221237388317028,0.4880960724360843
2.874577418672644,2.7994922306228345,0.754311409735038,0.10031624839181841,0.3218038226481808,0.0155371723685491,0.7061493030672391
1.8300583273936917,10.277119028327506,0.25655503262328677,0.5516905664476718,0.47579194110908085,1.2894780946714777,0.602447363137557
10.823842488420686,2.179041443903008,0.8629738608240358,0.27155711761188434,0.5132713268219259,0.3343534059787877,0.5830763379863125
3.6195436839281525,1.292424633456041,0.745623146505126,0.49673854892234015,0.47380766388810064,0.7186636880717957,0.41485237075453957
1.6889870849050814,2.272409489404785,0.7178450231644211,0.6100336111685323,0.464630750546255,0.4298889407893302,0.38417220347785247
4.256611610007939,1.1939610657896553,0.584123190380013,0.41673163467998436,0.4032441040176009,0.0927696891702862,0.7480324181751238
5.724440962006734,2.1096343835883946,0.5667741321406803,0.6716474551458117,0.36121995894113085,0.1435300200528741,0.24350101591591716
1.7087962442556,3.231014280360166,0.5270908598726033,0.05330465085618921,0.5384245498034184,0.1081684520698585,0.5792636896402731
1.4329094989373161,1.017274339866162,0.149414179165512,0.43635722964594625,0.5341375338902659,0.954797520344022,0.33442325174764637
1.7752656628929668,1.1686350751108912,0.7811566888915998,0.6454318763516812,0.5991848370743952,0.3335566581405597,0.35130403621199124
1.9337787181279789,11.140523815644173,0.4020160535729529,0.4849521642354254,0.4730915131051807,1.3532738822433137,0.7148275140197016
1.2486041430359307,14.00189895669461,0.27522812279676656,0.3394432169926243,0.4218989039429156,1.10435931072943,0.23830417375202093
2.0000996044544213,2.375065486177854,0.28674825618113736,0.5602061621828204,0.5097253871156602,0.9513966992026076,0.6717347763329586
1.550247422968788,3.583420193919491,0.43558547381610135,0.7421742592956614,0.4858349668133663,0.5722479117163285,0.7885887845875138
1.2812265776075364,12.004398102852425,0.18287248742486154,0.4442211389339436,0.5416059941271163,1.6508375403794175,0.5233389131547413
1.63591382283766,1.8111081971443863,0.7561101192313541,0.5818094440337029,0.4950459933837369,1.6805938919543857,0.23352204603270085
7.442740295749089,1.7706568069218818,0.4998934323248438,0.5188033428939757,0.5000072863415925,1.5818374418489856,0.4996078383389225
1.3754333942530934,5.11732096991984,0.40138457718978166,0.8042195869460914,0.4973946560261402,0.9404055982060556,0.5320836555565703
7.508291208704002,1.6328981817759642,0.3537361377359115,0.5344570528809818,0.5090905088844729,0.5424755759679408,0.8244610457316337
