common_neg_punishment_hybrid,common_neg_punishment_MB,common_neg_punishment_MF,common_neg_reward_hybrid,common_neg_reward_MB,common_neg_reward_MF,common_neu_punishment_hybrid,common_neu_punishment_MB,common_neu_punishment_MF,common_neu_reward_hybrid,common_neu_reward_MB,common_neu_reward_MF,only_neg_punishment_hybrid,only_neg_punishment_MB,only_neg_punishment_MF,only_neg_reward_hybrid,only_neg_reward_MB,only_neg_reward_MF,only_neu_punishment_hybrid,only_neu_punishment_MB,only_neu_punishment_MF,only_neu_reward_hybrid,only_neu_reward_MB,only_neu_reward_MF
11656.94777,11730.27652,11743.79414,11263.74937,11502.15567,11407.12054,11985.83195,12167.20278,12237.43632,11597.74027,12029.34835,11691.70101,11149.22625,11346.66644,11415.47522,12180.01102,12489.7945,12376.94569,12283.0445,12709.5385,12550.65516,12351.01374,12600.94736,12434.57253
